"0099e7cf-f935-42ac-af42-b0c339ebe91a","To share contributions with detailed explanations how they help.","e2c0cae1-88c8-485f-a73a-30ad080f4921","f75c16e7-fd62-44dd-af67-6d282d644b5f","contribution",""
"02ded188-8221-42e2-a7e3-a7c9b7314b79","Please find below quick start links.","52f76c10-2fc2-465d-b33a-4bbf079b8a00","7415f392-0f4f-4357-bbb6-9132cf3cf6ae","Recommended by the Host",""
"036562a9-920a-43d9-b901-2cf23aa35965","Please find below quick start links.","836b79df-d4be-4b46-8489-31247b057872","ad59941c-86a3-4635-974b-d7ad270c7844","Recommended by the Host",""
"04c33fdd-685b-4c79-bd98-09062361e822","","b70eef52-3893-4e33-8c94-7138e2466286","279c2470-90d2-4132-bb0c-473722e6882c","",""
"0522a61c-c577-4a2c-9a47-180fd3150de4","Allowing users to enter their needs in the form of a user story (agile)\
","6774f81a-81fd-4bd1-9f4b-b85f97cbd6ac","5d8b8dd3-50cc-4431-b938-d02c77d04e0b","User story",""
"061da3f0-b02f-474c-9641-64f0bfa2bdc1","Other initiatives that are relevant, be they similar in nature, supporting or just to be aware of.","962aeb7d-924a-4280-b840-3cb0bc7c99e2","7f552e77-0cc1-45e3-9d2b-99cf7952a425","related initiative",""
"065260f1-59ca-4868-8591-e300e85d15ef","The first element of text formatting is organization. Informational text organization begins with a **table of contents**, which is a list of chapter titles and their corresponding page numbers. Some tables of contents also list page numbers for charts and diagrams. The table of contents comes at the beginning of the book and gives the order in which topics appear in the book. Instead of reading the entire book to find the desired information, the table of contents allows readers to skip to the topic that is most interesting or best answers their questions.\
\
An additional organizational tool is an index. The **index** appears in the back of a book and lists keywords and the page numbers where that word can be found. An index is helpful for readers making a specific search because it lists words rather than topics. Indexes can be helpful for finding vocabulary words, names, and places within a text.\
","39546ee7-0f1c-495d-ac04-6198838e01c3","6ffbeba7-2384-4b3d-9a2a-81e98b15ead5","Private challenge","An additional organizational tool is an index. "
"070ae266-8970-469f-91da-14792db6ee73","To share contributions with detailed explanations how they help.","abcb23f6-8a6f-4608-ad93-c41a62d24ca8","04c5a1d9-beb0-4e8c-8032-024361045e31","contribution",""
"0786669d-db03-4623-9a5d-24ca7bb4b419","Please share it here :)","1154963f-c859-49af-9808-364da052a580","0b7edf99-9fe1-454c-9dfc-c93c39f5cf69","Suggestions, Questions, and Feedback",""
"08aa04ab-fb7c-4412-ae2f-3072b04289b4","","b477d2bf-2614-44b0-ba28-e24eb0bcc7bf","92e71ddb-4075-462c-9920-7ec1079c6aee","qa user",""
"098c0abb-ac30-475a-b5ff-8e7a0857e600","3rd state - whiteboards - left\
","e8d3d84e-fc49-4e3b-9dab-6dc63a571976","96a7eeb4-843e-4c1b-845b-9184bf118436","3rd state - whiteboards - left",""
"09c23718-f5fe-4f91-aa7a-ed7a857ad579","*   **Static or dynamic description**. A static description refers to objects, places, or situations. In this type of text, verbs such as “ser” or “estar” predominate. In the dynamic description the text relates a process. In this case the predominant verbs are: “to approach”, “to move”, “to move away”, and so on.\
","5e6a89fb-d4b1-4b9e-b0f7-bb74c582ac11","36ee2494-99b3-41a9-846c-3572e350ab99","Test whiteboard",""
"0b664236-7b5c-4d36-ae0c-7148d3f5a56d","","5ec479c8-9737-40e1-938a-1c19ea6ea144","65939187-3891-4d7b-a9b9-15dc8bf4cbb8","Custom Template",""
"0ba0cee7-6481-4d5c-91e4-70655886b398","To share relevant knowledge, building blocks etc.","c2f38556-27e3-4ff7-b576-874f445e4c94","aea3a6ae-c784-4670-814f-cb29508eb8c3","knowledge",""
"0ca9f160-bb1d-4736-b395-a6ec1d320578","🎨 Collaborate visually using Whiteboards. Create a new Whiteboard from a template, or explore Whiteboards already created.","a6941286-bcb9-4c4d-9354-75511e47f0ea","af5529c4-a2d4-4b78-b00d-869ea9a9202e","Collaborate visually",""
"0f06acc9-5ac7-474f-a6ab-23171816f34f","Here you have the opportunity to tell the rest of the community that you joined as well. This will allow you to make connections right away and express already your interests by writing a few lines about why you joined.\
\
Do not be shy, we are all here because we care and we want to start making the difference together!🎯\
","31828f9a-fdcf-4a85-bbb9-852e722cf227","c17bf220-9443-4826-b33d-006e45e476bd","Introduction",""
"0fa1e85b-51f0-4497-8864-ac177de6530c","Opportunity-Definieren\
","3156096a-b6ca-49b8-8145-d1d359d3c8e2","6a5fcf4c-a028-4986-9788-6c42d86b9562","Opportunity-Definieren",""
"0fffcfef-af4f-48cb-badb-4c61f3d27427","","8f4fcd9e-3512-4c53-93ee-b166efc74b50","a017890b-b3c0-47dd-88f0-5678adea2e3f","notifications admin",""
"108d55e5-4c72-4b2e-82dc-40e27afccc9d","To share a relevant persona, who would be either actively engaged, impacted by results, needs to profilermed, supportive etc","6049cf8f-c911-427c-b15d-157b385c72cc","927a0c83-c5f2-4732-baf8-d93a84f6b953","stakeholder persona",""
"136456da-08b1-443f-abaf-0e3df3efdd05","","7a8c5f76-839b-4a43-a60a-68bac6e3c118","33045198-17f1-4e11-906a-127ec3cf2770","test2",""
