"07a1db25-01ed-44b3-b16a-79aa189fb023","3rdstate-callfor-9523","post-collection","open","published","b6041398-62f3-4616-a828-c3768f2f3b76",\N,"c7d037bf-69ce-4174-80e0-6fb7cbfe5df3","10","e9a4a6e4-0357-40b8-a6a9-ca298aaf8cec","b85abefb-46ef-4bc5-aeda-d92c34b41875","2023-08-11 06:08:21.491000",\N,"b85abefb-46ef-4bc5-aeda-d92c34b41875","2159f10d-ec15-42a7-9859-b1c34432cd28"
"105b85b3-9d9a-43c9-8d44-ebb8084e3257","postcallout-chall-3825","post","open","draft","72429746-c8ae-4b63-a2ce-9b6396bde390","c7b0800f-6ae2-4466-b50d-2597be302e6f","30aba759-cf60-4c86-8e05-02eb13b19c74","10",\N,\N,"2023-08-10 18:20:01.929399",\N,"b85abefb-46ef-4bc5-aeda-d92c34b41875","f2a11a53-2b3d-4ea0-a6bc-b2af8287e685"
"1128b456-29ba-4b40-8566-8af0ac8a85be","documents","link-collection","open","published","307f74e3-3022-4975-9088-f6c697284bd9",\N,"b493d1de-bbf0-4cf7-97bc-f28d44c736f8","3",\N,\N,"2023-08-11 04:26:16.878895",\N,\N,"69be74e3-5717-4bb9-8420-dcd1486ca610"
"153f2699-c091-4a98-9761-e2a7360590cc","post-collection-default","post-collection","open","published","0ae525a9-5607-4dc4-a7e7-5c6edba765d7",\N,"29cc2e07-a3b4-4ac8-a431-7e748d16c58a","5","f683580e-7378-4574-9a05-18dbdfe75418",\N,"2023-08-11 03:51:56.156538",\N,\N,"d7f97115-1e48-41cd-a463-0186dd6aacba"
"177482bb-07cd-42ac-ae2c-439d5620eb82","challenge-welcome","post","open","published","3065ec7a-b290-40dc-9c49-5fbf11583703","05f6619f-1f7f-47f1-9b26-15bf06b476a8","c7d037bf-69ce-4174-80e0-6fb7cbfe5df3","1",\N,\N,"2023-08-10 19:24:28.628412",\N,\N,"17868a60-6791-4f4c-a930-f9d33c2de7ac"
"1a37b280-025f-48ee-9067-4e94f842614f","recommendations","link-collection","closed","published","e7b7e89f-b846-40e0-b952-a6a454d36ae5",\N,"45fb96f2-d090-4695-816b-244624c62412","3",\N,\N,"2023-08-11 04:51:34.028781",\N,\N,"a2d2d9a2-7bad-444b-aef2-8f2b1b920923"
"1c91427c-d55b-4e1c-9b44-f9a4130c6c34","2ndstate-collecti-6983","link-collection","open","published","0ce58ba0-02bf-4d79-9060-e284c9ac3d85",\N,"29cc2e07-a3b4-4ac8-a431-7e748d16c58a","10",\N,"b85abefb-46ef-4bc5-aeda-d92c34b41875","2023-08-11 06:56:03.372000",\N,"b85abefb-46ef-4bc5-aeda-d92c34b41875","ef2e4c6c-2120-411e-aadd-861c6bcefbd6"
"201c6d9f-bd73-4be9-8a03-fd1dbdadbb06","whiteboard-collection","whiteboard-collection","open","published","ff973171-3f86-489b-9837-53ea95a3eaef",\N,"1158cc85-61d7-4488-a816-6b04b7c60783","10",\N,\N,"2023-08-11 05:03:25.919732","76454b48-bcff-426e-9859-15f770eb145c",\N,"d4ce14ef-f15d-4d72-8379-1aaf4729bfc9"
"250f1483-4683-45e5-93d7-3104bc69d0c5","closedcallforpost-7203","post-collection","closed","published","8b33dc32-cedb-4abd-bc80-d9a13240c857",\N,"30aba759-cf60-4c86-8e05-02eb13b19c74","10","43f6b0f6-1db9-46e1-a8ea-169549b8f4d5","b85abefb-46ef-4bc5-aeda-d92c34b41875","2023-08-10 21:21:05.596000",\N,"b85abefb-46ef-4bc5-aeda-d92c34b41875","50251ea1-3e1b-4c54-8e7d-ead8e8b86979"
"26dfc4fb-d038-4227-9564-fc1a5c628108","post-collection-default","post-collection","open","published","aba8d198-4eef-4bcb-9c8a-d4be2c9e5454",\N,"8b499630-3334-41b1-aabf-382abdfe840a","5","2b91d983-5571-45c0-ad9a-ab62b2b162c7",\N,"2023-08-11 04:43:19.098064",\N,\N,"db6ff1f0-1199-4971-baff-431dbb2221eb"
