"37ddc9c9-d3c5-40f9-b6dd-09bd384dbea4","84270da7-7521-4d4b-8f6c-e0188428507d","6f79ef3f-10fd-483c-a413-66e1e555dd3e",\N,"8dc2f97e-0a08-4d80-8c30-b59811987a9e","space","84270da7-7521-4d4b-8f6c-e0188428507d","3690b82e-fe6a-4c24-a3b6-e1a81ded647a","45b2c8f7-0b42-44f1-ae45-3f62fb9f6f85"
"4169c65e-e45f-4830-a533-c0f104d51c91","e87b61d8-b4f2-407a-b0c8-1331daed9bd2","eed5fd0b-833c-4c4f-a17d-c693fc353670","dcdc6f49-dabf-4367-9d20-cef3cfd73c65","c9fb4579-c083-434a-bc1e-d2501e191a1d","challenge","924b0411-8c6c-4116-a4f5-9726fd094d31","2b332eb2-9245-4c80-aabe-fbf8067f0582","a5835680-7d7c-4c81-8d59-610db09ba79d"
"487c80cb-d3d3-4ff8-ba3f-20d1519ef783","e87b61d8-b4f2-407a-b0c8-1331daed9bd2","3386264d-2dbe-4f54-b990-e4404f019935","4169c65e-e45f-4830-a533-c0f104d51c91","8a556f23-f9a1-43b8-8107-8df16002d7ab","opportunity","d11940d2-f8b4-42cf-b243-e7c554f2cf87","d38812fc-7c68-4a46-b22f-258f5863d402","fd64b31e-0759-470c-9ae8-e36c12fcf497"
"4dc40d3e-e28c-415a-b4a5-5579ac7278cf","00933758-2e07-4736-96fc-ea93b44c03bc","beff2046-eda5-4023-a733-5a17dc5e73b5",\N,"fa12a620-144b-43b7-9ce6-bc7239dc99df","space","00933758-2e07-4736-96fc-ea93b44c03bc","ae88db41-992a-4a3f-b273-5f60fa4cfd76","409ea499-4e3a-4e1b-9874-a1cdf9535d58"
"5049158a-5b0f-476d-bd0a-ef44afd78307","61f91076-c66e-4c53-ae75-1b490e029d04","eee0f524-2d5d-4ce8-8c41-422a5b51779a","76db810b-bac7-4f1f-ae78-6e0d5f691370","b083209f-7e33-4292-83f1-88242268bc83","challenge","2f6cb567-07c6-4f20-aecb-362edfb5218d","b715fe30-99c4-4195-a415-ba23a29b91a2","20e1f6bd-599c-4faa-b883-8077bd4ce4fa"
"6ef1e84a-8726-40a0-9c92-5049aac6c113","84270da7-7521-4d4b-8f6c-e0188428507d","7dd95bcc-5382-4ca4-ad4b-9efde9275835","37ddc9c9-d3c5-40f9-b6dd-09bd384dbea4","f6764e0e-b53d-430e-9288-88aa799d0712","challenge","0b9458d6-13c6-4597-afd7-1b29addf722c","be3b28a4-2266-48ab-979b-6d946fedef8e","f49c9283-8f23-4e97-a469-27f7bed84b00"
"76db810b-bac7-4f1f-ae78-6e0d5f691370","61f91076-c66e-4c53-ae75-1b490e029d04","f42c3235-bf5c-4c34-8e57-2d48a2d84402",\N,"4c9f603d-861e-470f-ba90-20b50f89d411","space","61f91076-c66e-4c53-ae75-1b490e029d04","210bee46-c130-4855-ad16-df33b2e60a06","88335a19-258b-43dd-af70-dd72a2e9d8ab"
"83490da0-9d67-4400-8192-46bbe6524fb7","84270da7-7521-4d4b-8f6c-e0188428507d","4e0ab322-dfd9-435e-b4b7-e8a16b163065","6ef1e84a-8726-40a0-9c92-5049aac6c113","c6209448-77cf-4e2a-97ed-c41a18a93edf","opportunity","705b41a3-dc4d-470b-b7f2-0e7ebe6a7a39","f06dc8de-aafa-4729-97c2-9674e930276b","b48c4bb5-eca6-40d2-843e-8867ba0775a8"
"9441fa9c-a2d7-4294-9bda-bcc678f43231","61f91076-c66e-4c53-ae75-1b490e029d04","81644b53-329a-47c1-b5e4-87bb17c6065c","5049158a-5b0f-476d-bd0a-ef44afd78307","36208891-1374-42e2-b008-4cf9c26aa2f6","opportunity","23b051b3-aca7-48dc-8eaf-b3b62106954e","c7bf19d5-6cb4-4299-9e3b-a45e11cb5ec3","f68fe4f6-e75d-4ec2-b2aa-03ff93ec6b7d"
"97e7efa8-4c86-4b1b-a3c8-f21d639931e6","9d80a19f-dbd2-4243-b8e1-2a6163b7c548","dfa940dd-a953-482e-aa2f-f0093be09d73","aafc604c-47bf-4023-b476-70fad04d331f","d9565b33-5a2f-45d5-b152-4b423db20fff","challenge","6c07a299-afab-4583-8b4c-ac6207528963","5000f0cd-2eb8-4e8d-a97d-55845c6471f8","8ac6b568-3f86-4be8-b81d-0e1f3cdc5a5d"
"aafc604c-47bf-4023-b476-70fad04d331f","9d80a19f-dbd2-4243-b8e1-2a6163b7c548","f779dd03-3602-48f7-827c-7e789c00e3f9",\N,"4e3efa26-2575-430a-81bc-57b8a12a40d8","space","9d80a19f-dbd2-4243-b8e1-2a6163b7c548","490a38ad-0c6e-4079-b18f-b500010c969d","e0758710-6e0b-4b07-a9b3-fedbdf5af615"
"dcdc6f49-dabf-4367-9d20-cef3cfd73c65","e87b61d8-b4f2-407a-b0c8-1331daed9bd2","56c8d064-eba6-4d64-ace7-fa12c6db77a1",\N,"2489eec3-2281-4cdb-8180-907070f172f9","space","e87b61d8-b4f2-407a-b0c8-1331daed9bd2","789f99c2-87ec-4acf-86fa-f655ea6c0111","3116eaec-6c6b-4773-8169-420332e58920"
"f1530520-9244-43a8-90d6-24c8abf619e6","9d80a19f-dbd2-4243-b8e1-2a6163b7c548","ce2ed65a-6261-4bb9-931a-212dcb2e6d9f","97e7efa8-4c86-4b1b-a3c8-f21d639931e6","5149b40e-fe8c-4412-acaf-054901d2ca87","opportunity","3a82ae93-23bd-4ea2-99fb-9149547c512f","cdba9cea-e4ad-4b7f-a8a9-8d6cf71d48b1","ac8db526-8c7b-4a77-80e7-486a5a1b5411"
