"0c41f440-3cff-476b-b201-d44f5fc1f48f","organization-organization-2","","","27cd89d3-9de2-47b7-89a8-16c9755c7abf"
"0def1173-69c2-46fc-be62-a95e7f6dfa37","opportunityall-3883","","","ccb8cb41-caa0-42f5-8982-49e6ba136377"
"17a58dcf-c6a8-485d-8431-237bf3f8e052","non.space@alkem.io","","","4251d7cd-f9a2-4f34-a8c4-b6ca283c24b1"
"26cbe10e-1f3b-459d-9a05-428406b99b0a","qa.user@alkem.io","","","bf48bc1a-6ee2-46ed-af6b-fc89d4dde4a1"
"2927df1b-72f4-4761-8b22-f3079eaadc67","demo-space","","","f4d6eb3c-b1ad-4ba6-b6fb-04782ce3e128"
"3fe8d770-5252-4f2a-84f2-18690498b464","organization-organization3","","","93bb8478-73fb-4d05-b44b-f8996e77227b"
"430dd383-a102-450f-9195-480227b6d40c","publicchallange-7132","","","d609b40f-7cbf-4eea-aa74-7e3201b92d4e"
"45da6f98-1b19-4322-aa3d-f0e2d7a4b537","organization-organization1","","","d7209e0a-89d5-4736-94f0-5a42379a6bc5"
"4c85f559-27ab-498d-b188-91c30d3faa3f","challenge.admin@alkem.io","","","2d5e1b1e-f753-45e5-a255-98019f395bd3"
"730649fa-56ee-4c16-9992-268e5c08ce71","opportunityofpriva-4093","","","4f834753-c86d-4a1a-b958-58cb80bbf6d1"
"78963075-3083-4526-8fab-558d69c7c30a","public-space","","","6c11afdf-6d2d-4bee-a1a5-818fe19ea8ea"
"79e4799a-69f1-4a99-9a86-293c4bd4482f","opportunity.member@alkem.io","","","11a1fe7f-f55a-4a0f-ba7b-68a26fc7fdf5"
"81c69f93-8e7b-4714-868b-2a8761ab9356","archived-space","","","d487d334-0527-448e-b0f6-c301ee12c6b1"
"821d8005-e434-449f-aed0-de44704154d0","global.spaces@alkem.io","","","b306e9af-73f2-4f8b-ab05-0e54ef1dfa8e"
"865d8838-69cd-4069-82f2-b0682f748cd7","challengeofdemosp-8770","","","21c662b8-d2ba-4147-ac75-846e17a0c8bb"
"93a7bf86-9d19-4ccf-88fa-e9340715fe15","privatechallenge-9064","","","7a8a9452-ad2c-4cc0-8ce1-029f813a547d"
"970b87bb-1fbb-44ef-a91c-c54f07270045","organization-eco1host","","","88e0d95b-0aaf-4495-ac18-fd54e49a38aa"
"acd839a0-3033-4bdf-a194-54e847ec03ec","challengeofarchive-3496","","","8ea136db-3697-4c38-998a-5f75f48d2ae3"
"b42297a8-21cc-406b-89a8-8acafdef3641","eco1","","","57f055e2-e824-45a1-8255-5e0531a17f83"
"baa77415-2219-465e-8799-7a1be01b88fa","opportunity.admin@alkem.io","","","eb3c7f45-c4b2-45f0-a1be-49c016be05e7"
"c853b252-f3fc-4ddb-b0de-47d05203beab","private-space","","","d705a180-2ae2-4aba-8adf-7f4972fdbe0c"
"d5afa3bb-5688-49f3-994e-6e1e608bc300","opportunityofdemo-4973","","","931300f0-cce8-4a85-8b19-c313c21e67d4"
"d7048e28-3cf7-402a-a2cd-b45bd92ed48d","admin@alkem.io","","","a550d138-6804-4ebe-8539-7e02ed09252e"
"e63010b4-c98d-4e3d-ab0a-07acb23c30aa","opportunityofarchi-8176","","","ce065e73-800d-4da3-a823-5349ee344d83"
"e7fd79bf-0cc0-462b-af90-dcf1973d2a5b","space.admin@alkem.io","","","3de5efc2-4db3-4159-8f7a-fd279429adc1"
"eaaf5c44-14ab-4685-94e2-7628e67ae29a","space.member@alkem.io","","","c9e2eff2-df1b-465c-adbe-78b5bc8a5448"
"ed16ba5c-e63c-4d4e-8316-000045734c6d","notifications@alkem.io","","","49f518d8-e431-4d7a-ac34-0dc8e2836d71"
"fe999b58-17d3-4b86-9e6d-e4b99e79aaf7","challenge.member@alkem.io","","","5d06e7ac-4b86-4fae-92bf-fd77ea0dff70"
"ffb359e3-04de-4f46-b694-847014ac2ba4","community.admin@alkem.io","","","51cec62e-3c14-4bdd-9c85-f51bd4330433"
